,name,address,Website,Type,Size,city,state,zipcode,associates,Profit,Sector
145,Austin Peay State University,"601 College St, Clarksville, Tennessee 37044",www.apsu.edu,"4-year, Public",9401.0, Clarksville,Tennessee,37044,0,Not-For-Profit,Private
146,Austin Presbyterian Theological Seminary,"100 E 27th St, Austin, Texas 78705-5797",www.austinseminary.edu,"4-year, Private not-for-profit",168.0, Austin,Texas,78705-5797,0,Not-For-Profit,Private
147,Ave Maria School of Law,"3475 Plymouth Rd, Ann Arbor, Michigan 48105-2550",www.avemarialaw.edu,"4-year, Private not-for-profit",302.0, Ann Arbor,Michigan,48105-2550,0,Not-For-Profit,Private
148,Ave Maria University,"5050 Ave Maria Blvd, Ave Maria, Florida 34142",www.avemaria.edu,"4-year, Private not-for-profit",672.0, Ave Maria,Florida,34142,0,Not-For-Profit,Private
149,Averett University,"420 W Main St, Danville, Virginia 24541",www.averett.edu,"4-year, Private not-for-profit",842.0, Danville,Virginia,24541,0,Not-For-Profit,Private
150,Averett University-Non-traditional programs,"420 W Main St, Danville, Virginia 24541",www.averett.edu/working-professionals/index.html,"4-year, Private not-for-profit",1664.0, Danville,Virginia,24541,0,Not-For-Profit,Private
151,Avila University,"11901 Wornall Rd, Kansas City, Missouri 64145-1698",www.Avila.edu,"4-year, Private not-for-profit",1939.0, Kansas City,Missouri,64145-1698,0,Not-For-Profit,Private
152,Azusa Pacific University,"901 E Alosta, Azusa, California 91702-7000",www.apu.edu,"4-year, Private not-for-profit",8548.0, Azusa,California,91702-7000,0,Not-For-Profit,Private
153,Babson College,"Babson Park, Wellesley, Massachusetts 02457-0310",www.babson.edu,"4-year, Private not-for-profit",3439.0, Wellesley,Massachusetts,02457-0310,0,Not-For-Profit,Private
154,Bacone College,"2299 Old Bacone Rd, Muskogee, Oklahoma 74403-1597",www.bacone.edu,"4-year, primarily associate's, Private not-for-profit",958.0, Muskogee,Oklahoma,74403-1597,1,Not-For-Profit,Private
155,Baker College Center for Graduate Studies,"1116 W Bristol Rd, Flint, Michigan 48507",www.baker.edu,"4-year, Private not-for-profit",6008.0, Flint,Michigan,48507,0,Not-For-Profit,Private
156,Baker College Corporate Services,"1195 Centre Rd., Auburn Hills, Michigan 48326",www.corporate.baker.edu,"4-year, primarily associate's, Private not-for-profit",440.0, Auburn Hills,Michigan,48326,1,Not-For-Profit,Private
157,Baker College of Allen Park,"4500 Enterprise Dr, Allen Park, Michigan 48101",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",2551.0, Allen Park,Michigan,48101,1,Not-For-Profit,Private
158,Baker College of Auburn Hills,"1500 University Dr, Auburn Hills, Michigan 48326-2642",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",3824.0, Auburn Hills,Michigan,48326-2642,1,Not-For-Profit,Private
159,Baker College of Cadillac,"9600 E 13th St, Cadillac, Michigan 49601-9600",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",1952.0, Cadillac,Michigan,49601-9600,1,Not-For-Profit,Private
160,Baker College of Clinton Township,"34950 Little Mack Ave, Clinton Township, Michigan 48035",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",5637.0, Clinton Township,Michigan,48035,1,Not-For-Profit,Private
161,Baker College of Flint,"1050 West Bristol Road, Flint, Michigan 48507-9987",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",5820.0, Flint,Michigan,48507-9987,1,Not-For-Profit,Private
162,Baker College of Jackson,"2800 Springport Rd, Jackson, Michigan 49202-1290",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",1830.0, Jackson,Michigan,49202-1290,1,Not-For-Profit,Private
163,Baker College of Muskegon,"1903 Marquette Ave, Muskegon, Michigan 49442",www.Baker.edu,"4-year, primarily associate's, Private not-for-profit",5232.0, Muskegon,Michigan,49442,1,Not-For-Profit,Private
164,Baker College of Owosso,"1020 S Washington St, Owosso, Michigan 48867",www.baker.edu,"4-year, primarily associate's, Private not-for-profit",2926.0, Owosso,Michigan,48867,1,Not-For-Profit,Private
165,Baker College of Port Huron,"3403 Lapeer Road, Port Huron, Michigan 48060",www.baker.edu/,"4-year, primarily associate's, Private not-for-profit",1716.0, Port Huron,Michigan,48060,1,Not-For-Profit,Private
166,Baker University,"618 Eighth Street, Baldwin City, Kansas 66006-0065",www.bakeru.edu,"4-year, Private not-for-profit",4112.0, Baldwin City,Kansas,66006-0065,0,Not-For-Profit,Private
167,Baldwin-Wallace College,"275 Eastland Rd, Berea, Ohio 44017-2088",www.bw.edu,"4-year, Private not-for-profit",4374.0, Berea,Ohio,44017-2088,0,Not-For-Profit,Private
168,Ball State University,"2000 University Ave, Muncie, Indiana 47306",www.bsu.edu,"4-year, Public",20243.0, Muncie,Indiana,47306,0,Not-For-Profit,Private
169,Baltimore Hebrew University Inc,"5800 Park Heights Avenue, Baltimore, Maryland 21215-3932",www.bhu.edu,"4-year, Private not-for-profit",104.0, Baltimore,Maryland,21215-3932,0,Not-For-Profit,Private
170,Baltimore International College,"17 Commerce Street, Commerce Exchange, Baltimore, Maryland 21202-3230",www.bic.edu,"4-year, primarily associate's, Private not-for-profit",499.0, Baltimore,Maryland,21202-3230,1,Not-For-Profit,Private
171,Bangor Theological Seminary,"Two College Circle, Bangor, Maine 04402-0411",www.BTS.edu,"4-year, Private not-for-profit",132.0, Bangor,Maine,04402-0411,0,Not-For-Profit,Private
172,Bank Street College of Education,"610 W 112 St, New York, New York 10025",www.bankstreet.edu,"4-year, Private not-for-profit",1126.0, New York,New,York 10025,0,Not-For-Profit,Private
173,Baptist Bible College and Graduate School,"628 E Kearney, Springfield, Missouri 65803-3498",www.gobbc.edu,"4-year, Private not-for-profit",571.0, Springfield,Missouri,65803-3498,0,Not-For-Profit,Private
174,Baptist Bible College and Seminary,"538 Venard Rd, Clarks Summit, Pennsylvania 18411",www.bbc.edu,"4-year, Private not-for-profit",910.0, Clarks Summit,Pennsylvania,18411,0,Not-For-Profit,Private
175,Baptist Memorial College of Health Sciences,"1003 Monroe Ave, Memphis, Tennessee 38104",www.bchs.edu,"4-year, Private not-for-profit",929.0, Memphis,Tennessee,38104,0,Not-For-Profit,Private
176,Baptist Missionary Association Theological Seminary,"1530 E Pine St, Jacksonville, Texas 75766-5407",www.bmats.edu,"4-year, Private not-for-profit",140.0, Jacksonville,Texas,75766-5407,0,Not-For-Profit,Private
177,Baptist Theological Seminary at Richmond,"3400 Brook Road, Richmond, Virginia 23227-4536",www.btsr.edu,"4-year, Private not-for-profit",120.0, Richmond,Virginia,23227-4536,0,Not-For-Profit,Private
178,Baptist University of the Americas,"8019 Pan Am Expwy, San Antonio, Texas 78224-1336",www.bua.edu,"4-year, Private not-for-profit",175.0, San Antonio,Texas,78224-1336,0,Not-For-Profit,Private
179,Barclay College,"607 N Kingman, Haviland, Kansas 67059-0288",www.barclaycollege.edu,"4-year, Private not-for-profit",137.0, Haviland,Kansas,67059-0288,0,Not-For-Profit,Private
180,Bard College,"Annandale-On-Hudson, New York 12504-5000",www.bard.edu,"4-year, Private not-for-profit",2158.0, New York 12504-5000,,,0,Not-For-Profit,Private
181,Bard College at Simon's Rock,"84 Alford Rd, Great Barrington, Massachusetts 01230-9702",www.simons-rock.edu,"4-year, primarily associate's, Private not-for-profit",436.0, Great Barrington,Massachusetts,01230-9702,1,Not-For-Profit,Private
182,Barnard College,"3009 Broadway, New York, New York 10027-6598",www.barnard.edu,"4-year, Private not-for-profit",2359.0, New York,New,York 10027-6598,0,Not-For-Profit,Private
183,Barnes-Jewish College Goldfarb School of Nursing,"4483 Duncan Avenue, Saint Louis, Missouri 63110",www.barnesjewishcollege.edu,"4-year, Private not-for-profit",673.0, Saint Louis,Missouri,63110,0,Not-For-Profit,Private
184,Barry University,"11300 NE 2nd Ave, Miami, Florida 33161-6695",www.barry.edu,"4-year, Private not-for-profit",8581.0, Miami,Florida,33161-6695,0,Not-For-Profit,Private
185,Barton College,"200 ACC Drive NE, Wilson, North Carolina 27893-7000",WWW.BARTON.EDU,"4-year, Private not-for-profit",1155.0, Wilson,North,Carolina 27893-7000,0,Not-For-Profit,Private
186,Bastyr University,"14500 Juanita Drive NE, Kenmore, Washington 98028",www.bastyr.edu,"4-year, Private not-for-profit",988.0, Kenmore,Washington,98028,0,Not-For-Profit,Private
187,Bates College,"2 Andrews Road, Lewiston, Maine 04240",www.bates.edu/,"4-year, Private not-for-profit",1776.0, Lewiston,Maine,04240,0,Not-For-Profit,Private
188,Bauder College,"384 Northyards Blvd., Suite 190, Atlanta, Georgia 30313",www.bauder.edu,"4-year, primarily associate's, Private for-profit",1472.0, Atlanta,Georgia,30313,1,For-Profit,Private
189,Bay Path College,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",www.baypath.edu,"4-year, Private not-for-profit",1784.0, Longmeadow,Massachusetts,01106,0,Not-For-Profit,Private
190,Bay State College,"122 Commonwealth Avenue, Boston, Massachusetts 02116",www.baystate.edu,"4-year, primarily associate's, Private for-profit",753.0, Boston,Massachusetts,02116,1,For-Profit,Private
191,Bayamon Central University,"Avenida Zaya Verde La Milagrosa Barrio Hato Tejas, Bayamon, Puerto Rico 00959",www.ucb.edu.pr,"4-year, Private not-for-profit",2382.0, Bayamon,Puerto,Rico 00959,0,Not-For-Profit,Private
192,Baylor College of Medicine,"One Baylor Plaza BCM 365, Houston, Texas 77030-3498",www.bcm.edu,"4-year, Private not-for-profit",1385.0, Houston,Texas,77030-3498,0,Not-For-Profit,Private
193,Baylor University,"500 Speight Ave., Waco, Texas 76798",www.baylor.edu,"4-year, Private not-for-profit",14541.0, Waco,Texas,76798,0,Not-For-Profit,Private
194,Beacon College,"105 E Main St, Leesburg, Florida 34748",www.beaconcollege.edu,"4-year, Private not-for-profit",122.0, Leesburg,Florida,34748,0,Not-For-Profit,Private
195,Beacon University,"6003 Veterans Parkway, Columbus, Georgia 31909-4663",beacon.edu,"4-year, Private not-for-profit",133.0, Columbus,Georgia,31909-4663,0,Not-For-Profit,Private
196,Becker College,"61 Sever St, Worcester, Massachusetts 01609-2165",www.becker.edu,"4-year, Private not-for-profit",1752.0, Worcester,Massachusetts,01609-2165,0,Not-For-Profit,Private
197,Beckfield College,"16 Spiral Drive, Florence, Kentucky 41042",www.beckfield.edu,"4-year, primarily associate's, Private for-profit",671.0, Florence,Kentucky,41042,1,For-Profit,Private
198,Belhaven College,"1500 Peachtree St, Jackson, Mississippi 39202",www.belhaven.edu,"4-year, Private not-for-profit",2619.0, Jackson,Mississippi,39202,0,Not-For-Profit,Private
199,Bellarmine University,"2001 Newburg Rd, Louisville, Kentucky 40205-0671",www.bellarmine.edu,"4-year, Private not-for-profit",3040.0, Louisville,Kentucky,40205-0671,0,Not-For-Profit,Private
200,Bellevue College,"3000 Landerholm Cir SE, Bellevue, Washington 98007-6484",bellevuecollege.edu/,"4-year, primarily associate's, Public",13035.0, Bellevue,Washington,98007-6484,1,Not-For-Profit,Private
201,Bellevue University,"1000 Galvin Rd S, Bellevue, Nebraska 68005-3098",BELLEVUE.EDU,"4-year, Private not-for-profit",8278.0, Bellevue,Nebraska,68005-3098,0,Not-For-Profit,Private
202,Bellin College of Nursing,"725 S Webster Ave, Green Bay, Wisconsin 54305-3400",www.bcon.edu,"4-year, Private not-for-profit",294.0, Green Bay,Wisconsin,54305-3400,0,Not-For-Profit,Private
203,Belmont Abbey College,"100 Belmont-Mt Holly Road, Belmont, North Carolina 28012-1802",www.belmontabbeycollege.edu,"4-year, Private not-for-profit",1497.0, Belmont,North,Carolina 28012-1802,0,Not-For-Profit,Private
204,Belmont University,"1900 Belmont Blvd, Nashville, Tennessee 37212-3757",www.belmont.edu,"4-year, Private not-for-profit",4991.0, Nashville,Tennessee,37212-3757,0,Not-For-Profit,Private
205,Beloit College,"700 College St, Beloit, Wisconsin 53511-5595",www.beloit.edu,"4-year, Private not-for-profit",1388.0, Beloit,Wisconsin,53511-5595,0,Not-For-Profit,Private
206,Bemidji State University,"1500 Birchmont Dr, Bemidji, Minnesota 56601",www.bemidjistate.edu,"4-year, Public",4816.0, Bemidji,Minnesota,56601,0,Not-For-Profit,Private
207,Benedict College,"1600 Harden Street, Columbia, South Carolina 29204-1086",www.benedict.edu,"4-year, Private not-for-profit",2883.0, Columbia,South,Carolina 29204-1086,0,Not-For-Profit,Private
208,Benedictine College,"1020 N 2nd St, Atchison, Kansas 66002-1499",www.benedictine.edu,"4-year, Private not-for-profit",2012.0, Atchison,Kansas,66002-1499,0,Not-For-Profit,Private
209,Benedictine University,"5700 College Rd, Lisle, Illinois 60532-0900",www.ben.edu,"4-year, Private not-for-profit",5850.0, Lisle,Illinois,60532-0900,0,Not-For-Profit,Private
210,Benjamin Franklin Institute of Technology,"41 Berkeley St, Boston, Massachusetts 02116",www.bfit.edu/,"4-year, primarily associate's, Private not-for-profit",536.0, Boston,Massachusetts,02116,1,Not-For-Profit,Private
211,Bennett College for Women,"900 E Washington St, Greensboro, North Carolina 27401-3239",www.bennett.edu,"4-year, Private not-for-profit",689.0, Greensboro,North,Carolina 27401-3239,0,Not-For-Profit,Private
212,Bennington College,"One College Drive, Bennington, Vermont 05201-6003",www.bennington.edu,"4-year, Private not-for-profit",759.0, Bennington,Vermont,05201-6003,0,Not-For-Profit,Private
213,Bentley University,"175 Forest St, Waltham, Massachusetts 02452-4705",www.bentley.edu,"4-year, Private not-for-profit",5693.0, Waltham,Massachusetts,02452-4705,0,Not-For-Profit,Private
214,Berea College,"101 Chestnut Street, Berea, Kentucky 40404-2182",www.berea.edu,"4-year, Private not-for-profit",1549.0, Berea,Kentucky,40404-2182,0,Not-For-Profit,Private
215,Berkeley College,"3 East 43 Street, New York, New York 10017",www.BerkeleyCollege.edu,"4-year, Private for-profit",3802.0, New York,New,York 10017,0,For-Profit,Private
216,Berkeley College,"44 Rifle Camp Rd, West Paterson, New Jersey 07424",www.BerkeleyCollege.edu,"4-year, Private for-profit",3450.0, West Paterson,New,Jersey 07424,0,For-Profit,Private
217,Berklee College of Music,"1140 Boylston St, Boston, Massachusetts 02215",www.berklee.edu,"4-year, Private not-for-profit",4054.0, Boston,Massachusetts,02215,0,Not-For-Profit,Private
218,Berry College,"2277 Martha Berry Hwy NW, Mount Berry, Georgia 30149",www.berry.edu,"4-year, Private not-for-profit",1795.0, Mount Berry,Georgia,30149,0,Not-For-Profit,Private
219,Bethany College,"Bethany, West Virginia 26032",www.bethanywv.edu,"4-year, Private not-for-profit",825.0, West Virginia 26032,,,0,Not-For-Profit,Private
220,Bethany College,"335 e swensson st, Lindsborg, Kansas 67456-1897",www.bethanylb.edu,"4-year, Private not-for-profit",587.0, Lindsborg,Kansas,67456-1897,0,Not-For-Profit,Private
221,Bethany Lutheran College,"700 Luther Dr, Mankato, Minnesota 56001",www.blc.edu,"4-year, Private not-for-profit",615.0, Mankato,Minnesota,56001,0,Not-For-Profit,Private
222,Bethany Theological Seminary,"615 National Rd W, Richmond, Indiana 47374-4019",WWW.BETHANYSEMINARY.EDU,"4-year, Private not-for-profit",55.0, Richmond,Indiana,47374-4019,0,Not-For-Profit,Private
223,Bethany University,"800 Bethany Dr, Scotts Valley, California 95066-2898",www.bethany.edu,"4-year, Private not-for-profit",516.0, Scotts Valley,California,95066-2898,0,Not-For-Profit,Private
224,Bethel College,"325 Cherry Ave, McKenzie, Tennessee 38201",www.bethel-college.edu,"4-year, Private not-for-profit",2408.0, McKenzie,Tennessee,38201,0,Not-For-Profit,Private
225,Bethel College,"300 E 27th St, North Newton, Kansas 67117-0531",www.bethelks.edu,"4-year, Private not-for-profit",500.0, North Newton,Kansas,67117-0531,0,Not-For-Profit,Private
226,Bethel College,"1001 W McKinley Ave, Mishawaka, Indiana 46545",www.bethelcollege.edu,"4-year, Private not-for-profit",2075.0, Mishawaka,Indiana,46545,0,Not-For-Profit,Private
227,Bethel Seminary of the East,"2325 Maryland Road, Suite 225, Willow Grove, Pennsylvania 19090",www.bethel.edu,"4-year, Private not-for-profit",115.0, Willow Grove,Pennsylvania,19090,0,Not-For-Profit,Private
228,Bethel Seminary San Diego,"6116 Arosa St, San Diego, California 92115",www.bethel.edu,"4-year, Private not-for-profit",213.0, San Diego,California,92115,0,Not-For-Profit,Private
229,Bethel Seminary-St. Paul,"3949 Bethel Dr, Saint Paul, Minnesota 55112",www.bethel.edu,"4-year, Private not-for-profit",776.0, Saint Paul,Minnesota,55112,0,Not-For-Profit,Private
230,Bethel University,"3900 Bethel Dr, Saint Paul, Minnesota 55112-6902",www.bethel.edu,"4-year, Private not-for-profit",4332.0, Saint Paul,Minnesota,55112-6902,0,Not-For-Profit,Private
231,Bethesda Christian University,"730 N. Euclid St, Anaheim, California 92801",www.bcu.edu,"4-year, Private not-for-profit",299.0, Anaheim,California,92801,0,Not-For-Profit,Private
232,Bethune-Cookman University,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, Florida 32114-3099",www.cookman.edu,"4-year, Private not-for-profit",3633.0, Daytona Beach,Florida,32114-3099,0,Not-For-Profit,Private
233,Beulah Heights University,"892 Berne St SE, Atlanta, Georgia 30316",www.beulah.org,"4-year, Private not-for-profit",825.0, Atlanta,Georgia,30316,0,Not-For-Profit,Private
234,Bexley Hall Episcopal Seminary,"583 Sheridan Avenue, Columbus, Ohio 43209-2325",www.bexley.edu,"4-year, Private not-for-profit",18.0, Columbus,Ohio,43209-2325,0,Not-For-Profit,Private
